t,in,2,3
1.869440E-04,-1.504106E+00,-1.5536609E+00,-9.2327057E-01
1.869600E-04,-1.508493E+00,-1.5780750E+00,-9.2449127E-01
1.869760E-04,-1.507966E+00,-1.5606799E+00,-9.2815338E-01
1.869920E-04,-1.512529E+00,-1.5380969E+00,-9.2693268E-01
1.870080E-04,-1.505159E+00,-1.5762439E+00,-9.2792450E-01
1.870240E-04,-1.509195E+00,-1.5420642E+00,-9.2769562E-01
1.870400E-04,-1.505159E+00,-1.5518298E+00,-9.2769562E-01
1.870560E-04,-1.506387E+00,-1.5518298E+00,-9.2571198E-01
1.870720E-04,-1.507440E+00,-1.5762439E+00,-9.2304169E-01
1.870880E-04,-1.503579E+00,-1.5594592E+00,-9.2693268E-01
1.871040E-04,-1.509195E+00,-1.5509143E+00,-9.2571198E-01
1.871200E-04,-1.503579E+00,-1.5429797E+00,-9.2380463E-01
1.871360E-04,-1.503579E+00,-1.5469470E+00,-9.2845856E-01
1.871520E-04,-1.506913E+00,-1.5527454E+00,-9.2769562E-01
1.871680E-04,-1.513055E+00,-1.5643420E+00,-9.2693268E-01
1.871840E-04,-1.510247E+00,-1.5438953E+00,-9.2792450E-01
1.872000E-04,-1.507966E+00,-1.5643420E+00,-9.2647491E-01
1.872160E-04,-1.501298E+00,-1.5594592E+00,-9.2525421E-01
1.872320E-04,-1.512002E+00,-1.5557971E+00,-9.2502533E-01
1.872480E-04,-1.516389E+00,-1.5380969E+00,-9.2647491E-01
1.872640E-04,-1.504632E+00,-1.5478625E+00,-9.2479645E-01
1.872800E-04,-1.506387E+00,-1.5390125E+00,-9.3036591E-01
1.872960E-04,-1.505685E+00,-1.5585437E+00,-9.2723785E-01
1.873120E-04,-1.502877E+00,-1.5518298E+00,-9.2769562E-01
1.873280E-04,-1.506387E+00,-1.5509143E+00,-9.2327057E-01
1.873440E-04,-1.508493E+00,-1.5478625E+00,-9.2281281E-01
1.873600E-04,-1.508493E+00,-1.5545764E+00,-9.2380463E-01
1.873760E-04,-1.504632E+00,-1.5438953E+00,-9.2403351E-01
1.873920E-04,-1.507966E+00,-1.5615955E+00,-9.2357574E-01
1.874080E-04,-1.506913E+00,-1.5362659E+00,-9.2380463E-01
1.874240E-04,-1.510247E+00,-1.5496936E+00,-9.2403351E-01
1.874400E-04,-1.504106E+00,-1.5478625E+00,-9.2571198E-01
1.874560E-04,-1.506913E+00,-1.5585437E+00,-9.2647491E-01
1.874720E-04,-1.500772E+00,-1.5225330E+00,-9.2327057E-01
1.874880E-04,-1.504632E+00,-1.5438953E+00,-9.2182098E-01
1.875040E-04,-1.509195E+00,-1.5606799E+00,-9.2548309E-01
1.875200E-04,-1.506913E+00,-1.5655627E+00,-9.2258392E-01
1.875360E-04,-1.501825E+00,-1.5643420E+00,-9.2403351E-01
1.875520E-04,-1.496736E+00,-1.5585437E+00,-9.2479645E-01
1.875680E-04,-1.500070E+00,-1.5527454E+00,-9.2624603E-01
1.875840E-04,-1.503579E+00,-1.5673938E+00,-9.2525421E-01
1.876000E-04,-1.496209E+00,-1.5557971E+00,-9.2327057E-01
1.876160E-04,-1.505685E+00,-1.5478625E+00,-9.2449127E-01
1.876320E-04,-1.501298E+00,-1.5518298E+00,-9.2380463E-01
1.876480E-04,-1.508493E+00,-1.5594592E+00,-9.2304169E-01
1.876640E-04,-1.499017E+00,-1.5576282E+00,-9.2258392E-01
1.876800E-04,-1.501298E+00,-1.5664783E+00,-9.2502533E-01
1.876960E-04,-1.499543E+00,-1.5606799E+00,-9.2258392E-01
1.877120E-04,-1.511300E+00,-1.5655627E+00,-9.2449127E-01
1.877280E-04,-1.506387E+00,-1.5536609E+00,-9.2548309E-01
1.877440E-04,-1.501298E+00,-1.5478625E+00,-9.2502533E-01
1.877600E-04,-1.502877E+00,-1.5399280E+00,-9.2060028E-01
1.877760E-04,-1.496736E+00,-1.5390125E+00,-9.2258392E-01
1.877920E-04,-1.506387E+00,-1.5536609E+00,-9.2281281E-01
1.878080E-04,-1.509195E+00,-1.5567126E+00,-9.2105804E-01
1.878240E-04,-1.495157E+00,-1.5557971E+00,-9.2258392E-01
1.878400E-04,-1.502877E+00,-1.5429797E+00,-9.2723785E-01
1.878560E-04,-1.504632E+00,-1.5164294E+00,-9.2136322E-01
1.878720E-04,-1.504106E+00,-1.5380969E+00,-9.2204987E-01
1.878880E-04,-1.493402E+00,-1.5252795E+00,-9.2204987E-01
1.879040E-04,-1.504632E+00,-1.5460315E+00,-9.2357574E-01
1.879200E-04,-1.500772E+00,-1.5429797E+00,-9.2403351E-01
1.879360E-04,-1.508493E+00,-1.5585437E+00,-9.2449127E-01
1.879520E-04,-1.506387E+00,-1.5399280E+00,-9.2136322E-01
1.879680E-04,-1.502351E+00,-1.5341296E+00,-9.2327057E-01
1.879840E-04,-1.500070E+00,-1.5527454E+00,-9.2060028E-01
1.880000E-04,-1.500772E+00,-1.5478625E+00,-9.2479645E-01
1.880160E-04,-1.493402E+00,-1.5313831E+00,-9.2403351E-01
1.880320E-04,-1.504106E+00,-1.5411487E+00,-9.2426239E-01
1.880480E-04,-1.506913E+00,-1.5420642E+00,-9.1983734E-01
1.880640E-04,-1.499543E+00,-1.5594592E+00,-9.2281281E-01
1.880800E-04,-1.500070E+00,-1.5390125E+00,-9.2525421E-01
1.880960E-04,-1.508493E+00,-1.5301624E+00,-9.2182098E-01
1.881120E-04,-1.503579E+00,-1.5536609E+00,-9.2525421E-01
1.881280E-04,-1.503579E+00,-1.5411487E+00,-9.2159210E-01
1.881440E-04,-1.505685E+00,-1.5655627E+00,-9.1915070E-01
1.881600E-04,-1.494455E+00,-1.5557971E+00,-9.1983734E-01
1.881760E-04,-1.497964E+00,-1.5802112E+00,-9.2060028E-01
1.881920E-04,-1.498491E+00,-1.5625110E+00,-9.1915070E-01
1.882080E-04,-1.501298E+00,-1.5518298E+00,-9.1983734E-01
1.882240E-04,-1.505159E+00,-1.5634265E+00,-9.1915070E-01
1.882400E-04,-1.504106E+00,-1.5664783E+00,-9.2502533E-01
1.882560E-04,-1.505685E+00,-1.5399280E+00,-9.2304169E-01
1.882720E-04,-1.499017E+00,-1.5448108E+00,-9.2449127E-01
1.882880E-04,-1.499017E+00,-1.5606799E+00,-9.2159210E-01
1.883040E-04,-1.498491E+00,-1.5420642E+00,-9.2105804E-01
1.883200E-04,-1.506913E+00,-1.5692249E+00,-9.2060028E-01
1.883360E-04,-1.493402E+00,-1.5399280E+00,-9.2014252E-01
1.883520E-04,-1.505159E+00,-1.5594592E+00,-9.1915070E-01
1.883680E-04,-1.496209E+00,-1.5713611E+00,-9.2235504E-01
1.883840E-04,-1.498491E+00,-1.5429797E+00,-9.2082916E-01
1.884000E-04,-1.501825E+00,-1.5380969E+00,-9.2357574E-01
1.884160E-04,-1.501825E+00,-1.5594592E+00,-9.2082916E-01
1.884320E-04,-1.493402E+00,-1.5469470E+00,-9.2204987E-01
1.884480E-04,-1.501298E+00,-1.5655627E+00,-9.2380463E-01
1.884640E-04,-1.499017E+00,-1.5362659E+00,-9.1861664E-01
1.884800E-04,-1.499543E+00,-1.5438953E+00,-9.2037140E-01
1.884960E-04,-1.496209E+00,-1.5585437E+00,-9.1937958E-01
1.885120E-04,-1.499543E+00,-1.5509143E+00,-9.2159210E-01
1.885280E-04,-1.498491E+00,-1.5673938E+00,-9.2479645E-01
1.885440E-04,-1.496736E+00,-1.5615955E+00,-9.2258392E-01
1.885600E-04,-1.502351E+00,-1.5438953E+00,-9.2082916E-01
1.885760E-04,-1.509195E+00,-1.5448108E+00,-9.2037140E-01
1.885920E-04,-1.498491E+00,-1.5557971E+00,-9.2479645E-01
1.886080E-04,-1.499017E+00,-1.5509143E+00,-9.2327057E-01
1.886240E-04,-1.500070E+00,-1.5234485E+00,-9.2037140E-01
1.886400E-04,-1.505685E+00,-1.5390125E+00,-9.2082916E-01
1.886560E-04,-1.505685E+00,-1.5283313E+00,-9.1937958E-01
1.886720E-04,-1.492875E+00,-1.5606799E+00,-9.1892181E-01
1.886880E-04,-1.503579E+00,-1.5487781E+00,-9.2281281E-01
1.887040E-04,-1.507440E+00,-1.5509143E+00,-9.2060028E-01
1.887200E-04,-1.492875E+00,-1.5390125E+00,-9.1960846E-01
1.887360E-04,-1.501825E+00,-1.5673938E+00,-9.2037140E-01
1.887520E-04,-1.497262E+00,-1.5390125E+00,-9.2014252E-01
1.887680E-04,-1.501298E+00,-1.5576282E+00,-9.2204987E-01
1.887840E-04,-1.510774E+00,-1.5274158E+00,-9.2136322E-01
1.888000E-04,-1.495683E+00,-1.5634265E+00,-9.2136322E-01
1.888160E-04,-1.499017E+00,-1.5313831E+00,-9.1838776E-01
1.888320E-04,-1.506387E+00,-1.5252795E+00,-9.2082916E-01
1.888480E-04,-1.492349E+00,-1.5448108E+00,-9.1792999E-01
1.888640E-04,-1.500070E+00,-1.5496936E+00,-9.2204987E-01
1.888800E-04,-1.501298E+00,-1.5265002E+00,-9.2235504E-01
1.888960E-04,-1.506387E+00,-1.5536609E+00,-9.1716705E-01
1.889120E-04,-1.492349E+00,-1.5332141E+00,-9.2159210E-01
1.889280E-04,-1.500772E+00,-1.5460315E+00,-9.1861664E-01
1.889440E-04,-1.499543E+00,-1.5496936E+00,-9.2479645E-01
1.889600E-04,-1.497964E+00,-1.5487781E+00,-9.1838776E-01
1.889760E-04,-1.502877E+00,-1.5545764E+00,-9.1838776E-01
1.889920E-04,-1.493928E+00,-1.5420642E+00,-9.1815887E-01
1.890080E-04,-1.495157E+00,-1.5567126E+00,-9.2159210E-01
1.890240E-04,-1.500070E+00,-1.5438953E+00,-9.1937958E-01
1.890400E-04,-1.496209E+00,-1.5390125E+00,-9.1915070E-01
1.890560E-04,-1.495683E+00,-1.5536609E+00,-9.1838776E-01
1.890720E-04,-1.497964E+00,-1.5460315E+00,-9.1670929E-01
1.890880E-04,-1.496209E+00,-1.5606799E+00,-9.1892181E-01
1.891040E-04,-1.500772E+00,-1.5341296E+00,-9.1937958E-01
1.891200E-04,-1.499017E+00,-1.5265002E+00,-9.1403900E-01
1.891360E-04,-1.501825E+00,-1.5438953E+00,-9.1915070E-01
1.891520E-04,-1.494455E+00,-1.5460315E+00,-9.1838776E-01
1.891680E-04,-1.501298E+00,-1.5252795E+00,-9.1838776E-01
1.891840E-04,-1.495157E+00,-1.5625110E+00,-9.1861664E-01
1.892000E-04,-1.496736E+00,-1.5265002E+00,-9.1960846E-01
1.892160E-04,-1.497964E+00,-1.5341296E+00,-9.1670929E-01
1.892320E-04,-1.493928E+00,-1.5252795E+00,-9.1648041E-01
1.892480E-04,-1.498491E+00,-1.5390125E+00,-9.1403900E-01
1.892640E-04,-1.497262E+00,-1.5292468E+00,-9.1838776E-01
1.892800E-04,-1.493402E+00,-1.5429797E+00,-9.1861664E-01
1.892960E-04,-1.491647E+00,-1.5420642E+00,-9.1571747E-01
1.893120E-04,-1.496736E+00,-1.5322986E+00,-9.1892181E-01
1.893280E-04,-1.498491E+00,-1.5252795E+00,-9.2014252E-01
1.893440E-04,-1.494455E+00,-1.5185657E+00,-9.1693817E-01
1.893600E-04,-1.491647E+00,-1.5203967E+00,-9.1693817E-01
1.893760E-04,-1.489366E+00,-1.5332141E+00,-9.1838776E-01
1.893920E-04,-1.495157E+00,-1.5411487E+00,-9.1670929E-01
1.894080E-04,-1.496736E+00,-1.5576282E+00,-9.2060028E-01
1.894240E-04,-1.492349E+00,-1.5411487E+00,-9.2281281E-01
1.894400E-04,-1.495683E+00,-1.5390125E+00,-9.1571747E-01
1.894560E-04,-1.495157E+00,-1.5420642E+00,-9.2082916E-01
1.894720E-04,-1.493928E+00,-1.5194812E+00,-9.1739594E-01
1.894880E-04,-1.491121E+00,-1.5088000E+00,-9.1815887E-01
1.895040E-04,-1.495683E+00,-1.5448108E+00,-9.1693817E-01
1.895200E-04,-1.495683E+00,-1.5545764E+00,-9.1373383E-01
1.895360E-04,-1.488839E+00,-1.5496936E+00,-9.1495453E-01
1.895520E-04,-1.493928E+00,-1.5313831E+00,-9.1770111E-01
1.895680E-04,-1.496736E+00,-1.5527454E+00,-9.1937958E-01
1.895840E-04,-1.492875E+00,-1.5313831E+00,-9.2182098E-01
1.896000E-04,-1.492349E+00,-1.5252795E+00,-9.1792999E-01
1.896160E-04,-1.490594E+00,-1.5390125E+00,-9.1770111E-01
1.896320E-04,-1.496736E+00,-1.5301624E+00,-9.2182098E-01
1.896480E-04,-1.493402E+00,-1.5292468E+00,-9.1594635E-01
1.896640E-04,-1.494455E+00,-1.5399280E+00,-9.1648041E-01
1.896800E-04,-1.497262E+00,-1.5487781E+00,-9.1648041E-01
1.896960E-04,-1.488313E+00,-1.5390125E+00,-9.1373383E-01
1.897120E-04,-1.486032E+00,-1.5322986E+00,-9.1617523E-01
1.897280E-04,-1.497964E+00,-1.5411487E+00,-9.1648041E-01
1.897440E-04,-1.490068E+00,-1.5429797E+00,-9.1915070E-01
1.897600E-04,-1.497262E+00,-1.5664783E+00,-9.1838776E-01
1.897760E-04,-1.495683E+00,-1.5411487E+00,-9.1525970E-01
1.897920E-04,-1.492875E+00,-1.5225330E+00,-9.1838776E-01
1.898080E-04,-1.486558E+00,-1.5527454E+00,-9.1403900E-01
1.898240E-04,-1.488839E+00,-1.5429797E+00,-9.1617523E-01
1.898400E-04,-1.490594E+00,-1.5429797E+00,-9.1739594E-01
1.898560E-04,-1.492349E+00,-1.5448108E+00,-9.1770111E-01
1.898720E-04,-1.492349E+00,-1.5380969E+00,-9.1373383E-01
1.898880E-04,-1.496209E+00,-1.5536609E+00,-9.2182098E-01
1.899040E-04,-1.492349E+00,-1.5127673E+00,-9.1861664E-01
1.899200E-04,-1.491121E+00,-1.5557971E+00,-9.1548859E-01
1.899360E-04,-1.496209E+00,-1.5469470E+00,-9.1838776E-01
1.899520E-04,-1.496736E+00,-1.5615955E+00,-9.2136322E-01
1.899680E-04,-1.491647E+00,-1.5399280E+00,-9.1716705E-01
1.899840E-04,-1.489366E+00,-1.5438953E+00,-9.1426788E-01
1.900000E-04,-1.489366E+00,-1.5252795E+00,-9.1525970E-01
1.900160E-04,-1.498491E+00,-1.5411487E+00,-9.1892181E-01
1.900320E-04,-1.492875E+00,-1.5252795E+00,-9.1571747E-01
1.900480E-04,-1.493928E+00,-1.5615955E+00,-9.1670929E-01
1.900640E-04,-1.495157E+00,-1.5225330E+00,-9.1495453E-01
1.900800E-04,-1.495157E+00,-1.5390125E+00,-9.1617523E-01
1.900960E-04,-1.489366E+00,-1.5301624E+00,-9.1770111E-01
1.901120E-04,-1.490594E+00,-1.5420642E+00,-9.2014252E-01
1.901280E-04,-1.484452E+00,-1.5683093E+00,-9.1594635E-01
1.901440E-04,-1.488313E+00,-1.5576282E+00,-9.1892181E-01
1.901600E-04,-1.489366E+00,-1.5411487E+00,-9.1571747E-01
1.901760E-04,-1.499543E+00,-1.5341296E+00,-9.1693817E-01
1.901920E-04,-1.491647E+00,-1.5478625E+00,-9.1739594E-01
1.902080E-04,-1.494455E+00,-1.5420642E+00,-9.1449677E-01
1.902240E-04,-1.487787E+00,-1.5115466E+00,-9.1449677E-01
1.902400E-04,-1.488313E+00,-1.5332141E+00,-9.1495453E-01
1.902560E-04,-1.489366E+00,-1.5322986E+00,-9.1670929E-01
1.902720E-04,-1.495683E+00,-1.5243640E+00,-9.1327606E-01
1.902880E-04,-1.493928E+00,-1.5225330E+00,-9.1693817E-01
1.903040E-04,-1.487260E+00,-1.5341296E+00,-9.1495453E-01
1.903200E-04,-1.489366E+00,-1.5322986E+00,-9.1648041E-01
1.903360E-04,-1.492349E+00,-1.5380969E+00,-9.1205536E-01
1.903520E-04,-1.490594E+00,-1.5265002E+00,-9.1525970E-01
1.903680E-04,-1.483751E+00,-1.5399280E+00,-9.1472565E-01
1.903840E-04,-1.487787E+00,-1.5301624E+00,-9.1693817E-01
1.904000E-04,-1.493402E+00,-1.5332141E+00,-9.1617523E-01
1.904160E-04,-1.492349E+00,-1.5362659E+00,-9.1861664E-01
1.904320E-04,-1.490068E+00,-1.5322986E+00,-9.1838776E-01
1.904480E-04,-1.492349E+00,-1.5438953E+00,-9.1525970E-01
1.904640E-04,-1.486032E+00,-1.5478625E+00,-9.1426788E-01
1.904800E-04,-1.486032E+00,-1.5322986E+00,-9.1350494E-01
1.904960E-04,-1.489366E+00,-1.5301624E+00,-9.1617523E-01
1.905120E-04,-1.476030E+00,-1.5390125E+00,-9.1373383E-01
1.905280E-04,-1.488839E+00,-1.5509143E+00,-9.2182098E-01
1.905440E-04,-1.491647E+00,-1.5265002E+00,-9.1594635E-01
1.905600E-04,-1.488839E+00,-1.5341296E+00,-9.1205536E-01
1.905760E-04,-1.493402E+00,-1.5292468E+00,-9.1594635E-01
1.905920E-04,-1.485505E+00,-1.5252795E+00,-9.1472565E-01
1.906080E-04,-1.487787E+00,-1.5332141E+00,-9.1327606E-01
1.906240E-04,-1.491647E+00,-1.5301624E+00,-9.1060577E-01
1.906400E-04,-1.494455E+00,-1.5399280E+00,-9.1281830E-01
1.906560E-04,-1.487260E+00,-1.5313831E+00,-9.1648041E-01
1.906720E-04,-1.490068E+00,-1.5341296E+00,-9.1449677E-01
1.906880E-04,-1.487787E+00,-1.5322986E+00,-9.1716705E-01
1.907040E-04,-1.484452E+00,-1.5322986E+00,-9.1403900E-01
1.907200E-04,-1.483224E+00,-1.5322986E+00,-9.1693817E-01
1.907360E-04,-1.490594E+00,-1.5438953E+00,-9.1426788E-01
1.907520E-04,-1.490068E+00,-1.5527454E+00,-9.1228424E-01
1.907680E-04,-1.486032E+00,-1.5362659E+00,-9.1327606E-01
1.907840E-04,-1.484452E+00,-1.5194812E+00,-9.1449677E-01
1.908000E-04,-1.491647E+00,-1.5265002E+00,-9.1403900E-01
1.908160E-04,-1.483224E+00,-1.5469470E+00,-9.1571747E-01
1.908320E-04,-1.477082E+00,-1.5478625E+00,-9.1159760E-01
1.908480E-04,-1.488313E+00,-1.5420642E+00,-9.1129242E-01
1.908640E-04,-1.487260E+00,-1.5420642E+00,-9.1594635E-01
1.908800E-04,-1.489366E+00,-1.5322986E+00,-9.1449677E-01
1.908960E-04,-1.487787E+00,-1.4990344E+00,-9.1449677E-01
1.909120E-04,-1.486032E+00,-1.5371814E+00,-9.1525970E-01
1.909280E-04,-1.486032E+00,-1.5274158E+00,-9.1350494E-01
1.909440E-04,-1.485505E+00,-1.5545764E+00,-9.1129242E-01
1.909600E-04,-1.485505E+00,-1.5322986E+00,-9.1327606E-01
1.909760E-04,-1.494455E+00,-1.5557971E+00,-9.1228424E-01
1.909920E-04,-1.488313E+00,-1.5341296E+00,-9.1449677E-01
1.910080E-04,-1.483224E+00,-1.5496936E+00,-9.1426788E-01
1.910240E-04,-1.483751E+00,-1.5292468E+00,-9.1617523E-01
1.910400E-04,-1.487787E+00,-1.5225330E+00,-9.1472565E-01
1.910560E-04,-1.487787E+00,-1.5322986E+00,-9.1617523E-01
1.910720E-04,-1.480417E+00,-1.5313831E+00,-9.1403900E-01
1.910880E-04,-1.482698E+00,-1.5322986E+00,-9.1403900E-01
1.911040E-04,-1.486032E+00,-1.5438953E+00,-9.1251312E-01
1.911200E-04,-1.482171E+00,-1.5371814E+00,-9.1205536E-01
1.911360E-04,-1.484452E+00,-1.5429797E+00,-9.1129242E-01
1.911520E-04,-1.484979E+00,-1.5088000E+00,-9.1251312E-01
1.911680E-04,-1.492349E+00,-1.5371814E+00,-9.1350494E-01
1.911840E-04,-1.488313E+00,-1.5341296E+00,-9.1205536E-01
1.912000E-04,-1.487787E+00,-1.5438953E+00,-9.1373383E-01
1.912160E-04,-1.489366E+00,-1.5536609E+00,-9.1251312E-01
1.912320E-04,-1.481645E+00,-1.5380969E+00,-9.1525970E-01
1.912480E-04,-1.484979E+00,-1.5332141E+00,-9.1327606E-01
1.912640E-04,-1.490068E+00,-1.5487781E+00,-9.1106354E-01
1.912800E-04,-1.488313E+00,-1.5265002E+00,-9.1350494E-01
1.912960E-04,-1.481645E+00,-1.5225330E+00,-9.0938507E-01
1.913120E-04,-1.486558E+00,-1.5301624E+00,-9.1182648E-01
1.913280E-04,-1.477609E+00,-1.5380969E+00,-9.1182648E-01
1.913440E-04,-1.484979E+00,-1.5509143E+00,-9.1083466E-01
1.913600E-04,-1.484452E+00,-1.5313831E+00,-9.1205536E-01
1.913760E-04,-1.479890E+00,-1.5194812E+00,-9.1251312E-01
1.913920E-04,-1.486032E+00,-1.5371814E+00,-9.1304718E-01
1.914080E-04,-1.486032E+00,-1.5252795E+00,-9.1037689E-01
1.914240E-04,-1.483224E+00,-1.5478625E+00,-9.1037689E-01
1.914400E-04,-1.486558E+00,-1.5265002E+00,-9.1373383E-01
1.914560E-04,-1.488313E+00,-1.5438953E+00,-9.1472565E-01
1.914720E-04,-1.492875E+00,-1.5234485E+00,-9.0938507E-01
1.914880E-04,-1.480417E+00,-1.5155139E+00,-9.1281830E-01
1.915040E-04,-1.490068E+00,-1.5411487E+00,-9.1327606E-01
1.915200E-04,-1.489366E+00,-1.5350452E+00,-9.0793549E-01
1.915360E-04,-1.490068E+00,-1.5136829E+00,-9.0984283E-01
1.915520E-04,-1.486032E+00,-1.5265002E+00,-9.1495453E-01
1.915680E-04,-1.479364E+00,-1.5185657E+00,-9.1327606E-01
1.915840E-04,-1.480943E+00,-1.5371814E+00,-9.1350494E-01
1.916000E-04,-1.477082E+00,-1.5194812E+00,-9.1182648E-01
1.916160E-04,-1.489366E+00,-1.5265002E+00,-9.1106354E-01
1.916320E-04,-1.486032E+00,-1.5225330E+00,-9.1182648E-01
1.916480E-04,-1.486558E+00,-1.5292468E+00,-9.1548859E-01
1.916640E-04,-1.482698E+00,-1.5194812E+00,-9.1251312E-01
1.916800E-04,-1.493928E+00,-1.5557971E+00,-9.1251312E-01
1.916960E-04,-1.480943E+00,-1.5234485E+00,-9.1426788E-01
1.917120E-04,-1.488839E+00,-1.5429797E+00,-9.0793549E-01
1.917280E-04,-1.485505E+00,-1.5625110E+00,-9.1426788E-01
1.917440E-04,-1.486032E+00,-1.5057483E+00,-9.0938507E-01
1.917600E-04,-1.475328E+00,-1.5350452E+00,-9.1159760E-01
1.917760E-04,-1.484452E+00,-1.5399280E+00,-9.1083466E-01
1.917920E-04,-1.484979E+00,-1.5225330E+00,-9.1182648E-01
1.918080E-04,-1.480417E+00,-1.5390125E+00,-9.1228424E-01
1.918240E-04,-1.483224E+00,-1.5509143E+00,-9.1472565E-01
1.918400E-04,-1.484452E+00,-1.5362659E+00,-9.0763031E-01
1.918560E-04,-1.473222E+00,-1.5194812E+00,-9.1106354E-01
1.918720E-04,-1.489366E+00,-1.5371814E+00,-9.1060577E-01
1.918880E-04,-1.487260E+00,-1.5203967E+00,-9.1281830E-01
1.919040E-04,-1.485505E+00,-1.5390125E+00,-9.1571747E-01
1.919200E-04,-1.482171E+00,-1.5225330E+00,-9.1159760E-01
1.919360E-04,-1.476556E+00,-1.5039172E+00,-9.1182648E-01
1.919520E-04,-1.488313E+00,-1.5380969E+00,-9.0984283E-01
1.919680E-04,-1.487787E+00,-1.5145984E+00,-9.1350494E-01
1.919840E-04,-1.476030E+00,-1.5274158E+00,-9.1205536E-01
1.920000E-04,-1.482171E+00,-1.5194812E+00,-9.1495453E-01
1.920160E-04,-1.480943E+00,-1.5057483E+00,-9.1007172E-01
1.920320E-04,-1.484979E+00,-1.5203967E+00,-9.1304718E-01
1.920480E-04,-1.482171E+00,-1.5301624E+00,-9.1403900E-01
1.920640E-04,-1.477082E+00,-1.5088000E+00,-9.1083466E-01
1.920800E-04,-1.480943E+00,-1.5057483E+00,-9.1037689E-01
1.920960E-04,-1.481645E+00,-1.5216174E+00,-9.1327606E-01
1.921120E-04,-1.482171E+00,-1.5292468E+00,-9.0961395E-01
1.921280E-04,-1.480943E+00,-1.5225330E+00,-9.1327606E-01
1.921440E-04,-1.478135E+00,-1.5097156E+00,-9.1182648E-01
1.921600E-04,-1.481645E+00,-1.5176501E+00,-9.1251312E-01
1.921760E-04,-1.483224E+00,-1.5411487E+00,-9.1106354E-01
1.921920E-04,-1.477609E+00,-1.5429797E+00,-9.1159760E-01
1.922080E-04,-1.484452E+00,-1.5057483E+00,-9.1129242E-01
1.922240E-04,-1.478135E+00,-1.5438953E+00,-9.1106354E-01
1.922400E-04,-1.480943E+00,-1.5313831E+00,-9.0961395E-01
1.922560E-04,-1.484979E+00,-1.5429797E+00,-9.0961395E-01
1.922720E-04,-1.475328E+00,-1.5243640E+00,-9.0816437E-01
1.922880E-04,-1.483751E+00,-1.5265002E+00,-9.1083466E-01
1.923040E-04,-1.485505E+00,-1.5545764E+00,-9.1304718E-01
1.923200E-04,-1.476030E+00,-1.5176501E+00,-9.1060577E-01
1.923360E-04,-1.482171E+00,-1.5225330E+00,-9.0595184E-01
1.923520E-04,-1.482698E+00,-1.5216174E+00,-9.1037689E-01
1.923680E-04,-1.478135E+00,-1.5265002E+00,-9.0640961E-01
1.923840E-04,-1.484452E+00,-1.5234485E+00,-9.1007172E-01
1.924000E-04,-1.477082E+00,-1.5127673E+00,-9.1083466E-01
1.924160E-04,-1.476556E+00,-1.5145984E+00,-9.1159760E-01
1.924320E-04,-1.474801E+00,-1.5155139E+00,-9.1060577E-01
1.924480E-04,-1.478135E+00,-1.5313831E+00,-9.0717255E-01
1.924640E-04,-1.478135E+00,-1.5115466E+00,-9.1060577E-01
1.924800E-04,-1.478135E+00,-1.5155139E+00,-9.1106354E-01
1.924960E-04,-1.480943E+00,-1.5176501E+00,-9.0961395E-01
1.925120E-04,-1.484979E+00,-1.5216174E+00,-9.0839325E-01
1.925280E-04,-1.472520E+00,-1.5371814E+00,-9.0938507E-01
1.925440E-04,-1.473222E+00,-1.5350452E+00,-9.1281830E-01
1.925600E-04,-1.476030E+00,-1.5243640E+00,-9.1327606E-01
1.925760E-04,-1.471994E+00,-1.5301624E+00,-9.0740143E-01
1.925920E-04,-1.480943E+00,-1.5301624E+00,-9.0793549E-01
1.926080E-04,-1.478837E+00,-1.5341296E+00,-9.1060577E-01
1.926240E-04,-1.477082E+00,-1.5274158E+00,-9.1182648E-01
1.926400E-04,-1.471994E+00,-1.5460315E+00,-9.1060577E-01
1.926560E-04,-1.478837E+00,-1.5322986E+00,-9.0984283E-01
1.926720E-04,-1.484979E+00,-1.5332141E+00,-9.0915619E-01
1.926880E-04,-1.479890E+00,-1.4990344E+00,-9.1159760E-01
1.927040E-04,-1.478837E+00,-1.5136829E+00,-9.0961395E-01
1.927200E-04,-1.482171E+00,-1.5234485E+00,-9.1083466E-01
1.927360E-04,-1.479890E+00,-1.5216174E+00,-9.0885101E-01
1.927520E-04,-1.479890E+00,-1.5301624E+00,-9.0839325E-01
1.927680E-04,-1.476030E+00,-1.5164294E+00,-9.1129242E-01
1.927840E-04,-1.479364E+00,-1.5185657E+00,-9.0640961E-01
1.928000E-04,-1.479890E+00,-1.5265002E+00,-9.0938507E-01
1.928160E-04,-1.473748E+00,-1.5362659E+00,-9.0740143E-01
1.928320E-04,-1.474801E+00,-1.5008655E+00,-9.0450226E-01
1.928480E-04,-1.479890E+00,-1.5136829E+00,-9.0152679E-01
1.928640E-04,-1.477609E+00,-1.5380969E+00,-9.1037689E-01
1.928800E-04,-1.479364E+00,-1.5448108E+00,-9.0763031E-01
1.928960E-04,-1.478135E+00,-1.5185657E+00,-9.0915619E-01
1.929120E-04,-1.473222E+00,-1.5216174E+00,-9.0671478E-01
1.929280E-04,-1.474801E+00,-1.5097156E+00,-9.0206085E-01
1.929440E-04,-1.475328E+00,-1.5194812E+00,-9.1129242E-01
1.929600E-04,-1.479890E+00,-1.5313831E+00,-9.1007172E-01
1.929760E-04,-1.477609E+00,-1.5350452E+00,-9.0862213E-01
