t,in,2,3
4.256000E-04,-3.287671E-01,-3.8453247E-01,-2.2487579E-01
4.256160E-04,-3.333294E-01,-3.9551880E-01,-2.2464691E-01
4.256320E-04,-3.249066E-01,-3.8361694E-01,-2.2464691E-01
4.256480E-04,-3.305218E-01,-3.7781860E-01,-2.2708832E-01
4.256640E-04,-3.292935E-01,-3.9643433E-01,-2.2190033E-01
4.256800E-04,-3.287671E-01,-3.8666870E-01,-2.2487579E-01
4.256960E-04,-3.282406E-01,-3.6805298E-01,-2.2556244E-01
4.257120E-04,-3.270123E-01,-3.8849976E-01,-2.2487579E-01
4.257280E-04,-3.315747E-01,-3.9246704E-01,-2.2289215E-01
4.257440E-04,-3.287671E-01,-4.0131714E-01,-2.2121368E-01
4.257600E-04,-3.287671E-01,-3.7202026E-01,-2.2098480E-01
4.257760E-04,-3.310482E-01,-3.7293579E-01,-2.2289215E-01
4.257920E-04,-3.361371E-01,-3.7690308E-01,-2.2289215E-01
4.258080E-04,-3.277142E-01,-3.7293579E-01,-2.2365509E-01
4.258240E-04,-3.254330E-01,-3.8941528E-01,-2.2266327E-01
4.258400E-04,-3.213971E-01,-3.9033081E-01,-2.2533356E-01
4.258560E-04,-3.321011E-01,-3.8270142E-01,-2.2487579E-01
4.258720E-04,-3.310482E-01,-3.8758423E-01,-2.2464691E-01
4.258880E-04,-3.315747E-01,-3.9246704E-01,-2.2266327E-01
4.259040E-04,-3.298199E-01,-3.9643433E-01,-2.1900116E-01
4.259200E-04,-3.270123E-01,-3.8178589E-01,-2.2586761E-01
4.259360E-04,-3.270123E-01,-3.8666870E-01,-2.2411285E-01
4.259520E-04,-3.310482E-01,-4.0131714E-01,-2.2342621E-01
4.259680E-04,-3.333294E-01,-3.8056519E-01,-2.2266327E-01
4.259840E-04,-3.326275E-01,-3.6408569E-01,-2.2464691E-01
4.260000E-04,-3.242047E-01,-4.0314819E-01,-2.2266327E-01
4.260160E-04,-3.277142E-01,-4.0131714E-01,-2.2464691E-01
4.260320E-04,-3.354352E-01,-3.8544800E-01,-2.1900116E-01
4.260480E-04,-3.270123E-01,-3.9429810E-01,-2.2312103E-01
4.260640E-04,-3.277142E-01,-3.8544800E-01,-2.2289215E-01
4.260800E-04,-3.305218E-01,-3.7873413E-01,-2.2190033E-01
4.260960E-04,-3.315747E-01,-3.6805298E-01,-2.2365509E-01
4.261120E-04,-3.382428E-01,-3.8941528E-01,-2.2365509E-01
4.261280E-04,-3.254330E-01,-3.9338257E-01,-2.2342621E-01
4.261440E-04,-3.298199E-01,-3.9734985E-01,-2.2190033E-01
4.261600E-04,-3.343823E-01,-3.9429810E-01,-2.1976410E-01
4.261760E-04,-3.264859E-01,-4.0314819E-01,-2.2365509E-01
4.261920E-04,-3.310482E-01,-3.7964966E-01,-2.2045074E-01
4.262080E-04,-3.254330E-01,-3.8666870E-01,-2.2411285E-01
4.262240E-04,-3.321011E-01,-3.7079956E-01,-2.2220551E-01
4.262400E-04,-3.270123E-01,-3.8453247E-01,-2.2289215E-01
4.262560E-04,-3.236783E-01,-3.9551880E-01,-2.2365509E-01
4.262720E-04,-3.343823E-01,-4.0711548E-01,-2.2289215E-01
4.262880E-04,-3.338559E-01,-3.9033081E-01,-2.2464691E-01
4.263040E-04,-3.270123E-01,-3.8056519E-01,-2.1976410E-01
4.263200E-04,-3.292935E-01,-3.8544800E-01,-2.2266327E-01
4.263360E-04,-3.287671E-01,-3.8758423E-01,-2.2312103E-01
4.263520E-04,-3.282406E-01,-3.8361694E-01,-2.2289215E-01
4.263680E-04,-3.382428E-01,-3.7690308E-01,-2.2098480E-01
4.263840E-04,-3.270123E-01,-4.0528442E-01,-2.2220551E-01
4.264000E-04,-3.242047E-01,-3.8849976E-01,-2.2388397E-01
4.264160E-04,-3.292935E-01,-3.8178589E-01,-2.2365509E-01
4.264320E-04,-3.321011E-01,-3.7964966E-01,-2.2121368E-01
4.264480E-04,-3.277142E-01,-3.6225464E-01,-2.2190033E-01
4.264640E-04,-3.343823E-01,-3.6713745E-01,-2.2266327E-01
4.264800E-04,-3.310482E-01,-3.8941528E-01,-2.2411285E-01
4.264960E-04,-3.277142E-01,-3.8544800E-01,-2.2556244E-01
4.265120E-04,-3.277142E-01,-3.6408569E-01,-2.2487579E-01
4.265280E-04,-3.277142E-01,-3.7964966E-01,-2.1923004E-01
4.265440E-04,-3.287671E-01,-3.8544800E-01,-2.2220551E-01
4.265600E-04,-3.315747E-01,-4.0223267E-01,-2.1999298E-01
4.265760E-04,-3.315747E-01,-3.6500122E-01,-2.2121368E-01
4.265920E-04,-3.292935E-01,-3.8270142E-01,-2.2312103E-01
4.266080E-04,-3.226254E-01,-3.9338257E-01,-2.2243439E-01
4.266240E-04,-3.264859E-01,-3.9643433E-01,-2.2243439E-01
4.266400E-04,-3.254330E-01,-3.8941528E-01,-2.2045074E-01
4.266560E-04,-3.264859E-01,-3.8361694E-01,-2.2144257E-01
4.266720E-04,-3.259594E-01,-3.9734985E-01,-2.2190033E-01
4.266880E-04,-3.213971E-01,-3.8666870E-01,-2.1701752E-01
4.267040E-04,-3.198178E-01,-3.7568237E-01,-2.2266327E-01
4.267200E-04,-3.298199E-01,-3.7385132E-01,-2.1800934E-01
4.267360E-04,-3.231518E-01,-3.8270142E-01,-2.2365509E-01
4.267520E-04,-3.277142E-01,-3.8056519E-01,-2.2220551E-01
4.267680E-04,-3.254330E-01,-3.6988403E-01,-2.2266327E-01
4.267840E-04,-3.270123E-01,-3.9155151E-01,-2.2220551E-01
4.268000E-04,-3.305218E-01,-3.7476685E-01,-2.2190033E-01
4.268160E-04,-3.249066E-01,-3.7293579E-01,-2.2022186E-01
4.268320E-04,-3.277142E-01,-3.8666870E-01,-2.2243439E-01
4.268480E-04,-3.305218E-01,-3.8361694E-01,-2.2067963E-01
4.268640E-04,-3.287671E-01,-3.7202026E-01,-2.2342621E-01
4.268800E-04,-3.333294E-01,-3.6988403E-01,-2.1854340E-01
4.268960E-04,-3.226254E-01,-3.7202026E-01,-2.1556793E-01
4.269120E-04,-3.277142E-01,-3.5615112E-01,-2.1678864E-01
4.269280E-04,-3.270123E-01,-3.8178589E-01,-2.2067963E-01
4.269440E-04,-3.213971E-01,-3.7202026E-01,-2.1823822E-01
4.269600E-04,-3.264859E-01,-3.8270142E-01,-2.2121368E-01
4.269760E-04,-3.254330E-01,-3.6713745E-01,-2.2098480E-01
4.269920E-04,-3.236783E-01,-3.6713745E-01,-2.1900116E-01
4.270080E-04,-3.282406E-01,-3.8849976E-01,-2.2045074E-01
4.270240E-04,-3.287671E-01,-3.7476685E-01,-2.2022186E-01
4.270400E-04,-3.249066E-01,-3.6317017E-01,-2.2190033E-01
4.270560E-04,-3.249066E-01,-3.6896851E-01,-2.1999298E-01
4.270720E-04,-3.282406E-01,-3.5523560E-01,-2.2121368E-01
4.270880E-04,-3.292935E-01,-3.6591675E-01,-2.1755157E-01
4.271040E-04,-3.405240E-01,-3.7690308E-01,-2.1923004E-01
4.271200E-04,-3.321011E-01,-3.7079956E-01,-2.2098480E-01
4.271360E-04,-3.292935E-01,-3.9155151E-01,-2.1976410E-01
4.271520E-04,-3.292935E-01,-3.9246704E-01,-2.1999298E-01
4.271680E-04,-3.326275E-01,-3.7293579E-01,-2.1800934E-01
4.271840E-04,-3.198178E-01,-3.7476685E-01,-2.2312103E-01
4.272000E-04,-3.287671E-01,-3.5523560E-01,-2.2243439E-01
4.272160E-04,-3.254330E-01,-3.9033081E-01,-2.1877228E-01
4.272320E-04,-3.310482E-01,-3.6805298E-01,-2.2121368E-01
4.272480E-04,-3.231518E-01,-3.7873413E-01,-2.1579681E-01
4.272640E-04,-3.270123E-01,-3.7079956E-01,-2.1755157E-01
4.272800E-04,-3.292935E-01,-3.6713745E-01,-2.2067963E-01
4.272960E-04,-3.236783E-01,-3.6988403E-01,-2.1701752E-01
4.273120E-04,-3.254330E-01,-3.6011841E-01,-2.2243439E-01
4.273280E-04,-3.175366E-01,-3.7964966E-01,-2.2022186E-01
4.273440E-04,-3.213971E-01,-3.7385132E-01,-2.2144257E-01
4.273600E-04,-3.354352E-01,-3.9826538E-01,-2.1655975E-01
4.273760E-04,-3.287671E-01,-3.8270142E-01,-2.1823822E-01
4.273920E-04,-3.208706E-01,-3.5523560E-01,-2.1602570E-01
4.274080E-04,-3.175366E-01,-3.7781860E-01,-2.1945892E-01
4.274240E-04,-3.305218E-01,-3.7873413E-01,-2.1900116E-01
4.274400E-04,-3.164837E-01,-3.6103394E-01,-2.1823822E-01
4.274560E-04,-3.231518E-01,-3.9338257E-01,-2.1900116E-01
4.274720E-04,-3.198178E-01,-3.8270142E-01,-2.1579681E-01
4.274880E-04,-3.298199E-01,-3.6408569E-01,-2.1511017E-01
4.275040E-04,-3.175366E-01,-3.7568237E-01,-2.1778046E-01
4.275200E-04,-3.259594E-01,-3.8666870E-01,-2.1923004E-01
4.275360E-04,-3.208706E-01,-3.9429810E-01,-2.2190033E-01
4.275520E-04,-3.192914E-01,-3.7873413E-01,-2.1976410E-01
4.275680E-04,-3.157818E-01,-4.0406372E-01,-2.2045074E-01
4.275840E-04,-3.264859E-01,-3.7293579E-01,-2.1854340E-01
4.276000E-04,-3.180630E-01,-3.6591675E-01,-2.2022186E-01
4.276160E-04,-3.185894E-01,-3.8544800E-01,-2.1999298E-01
4.276320E-04,-3.231518E-01,-3.7476685E-01,-2.1923004E-01
4.276480E-04,-3.208706E-01,-3.9246704E-01,-2.1999298E-01
4.276640E-04,-3.203442E-01,-3.8666870E-01,-2.1877228E-01
4.276800E-04,-3.298199E-01,-3.6896851E-01,-2.2098480E-01
4.276960E-04,-3.254330E-01,-3.8666870E-01,-2.1945892E-01
4.277120E-04,-3.277142E-01,-3.7964966E-01,-2.2144257E-01
4.277280E-04,-3.185894E-01,-3.5828735E-01,-2.1755157E-01
4.277440E-04,-3.236783E-01,-3.7873413E-01,-2.1999298E-01
4.277600E-04,-3.259594E-01,-3.7202026E-01,-2.2045074E-01
4.277760E-04,-3.315747E-01,-3.9429810E-01,-2.1556793E-01
4.277920E-04,-3.315747E-01,-3.6317017E-01,-2.2121368E-01
4.278080E-04,-3.213971E-01,-3.7964966E-01,-2.1778046E-01
4.278240E-04,-3.220990E-01,-3.8270142E-01,-2.1755157E-01
4.278400E-04,-3.270123E-01,-3.9918091E-01,-2.1823822E-01
4.278560E-04,-3.208706E-01,-3.7873413E-01,-2.1724640E-01
4.278720E-04,-3.231518E-01,-3.6408569E-01,-2.1823822E-01
4.278880E-04,-3.270123E-01,-3.5523560E-01,-2.1602570E-01
4.279040E-04,-3.249066E-01,-3.6011841E-01,-2.1945892E-01
4.279200E-04,-3.198178E-01,-3.7202026E-01,-2.2067963E-01
4.279360E-04,-3.231518E-01,-3.6988403E-01,-2.1579681E-01
4.279520E-04,-3.236783E-01,-3.5615112E-01,-2.1579681E-01
4.279680E-04,-3.254330E-01,-3.6988403E-01,-2.1556793E-01
4.279840E-04,-3.226254E-01,-3.6713745E-01,-2.1511017E-01
4.280000E-04,-3.170102E-01,-3.8453247E-01,-2.1655975E-01
4.280160E-04,-3.164837E-01,-3.9246704E-01,-2.1976410E-01
4.280320E-04,-3.242047E-01,-3.7293579E-01,-2.1900116E-01
4.280480E-04,-3.129742E-01,-3.9033081E-01,-2.1823822E-01
4.280640E-04,-3.270123E-01,-3.7690308E-01,-2.1755157E-01
4.280800E-04,-3.175366E-01,-3.6317017E-01,-2.1900116E-01
4.280960E-04,-3.198178E-01,-3.7964966E-01,-2.1724640E-01
4.281120E-04,-3.236783E-01,-3.7690308E-01,-2.1877228E-01
4.281280E-04,-3.142025E-01,-3.7202026E-01,-2.1457611E-01
4.281440E-04,-3.213971E-01,-3.7476685E-01,-2.1335541E-01
4.281600E-04,-3.213971E-01,-3.8544800E-01,-2.1678864E-01
4.281760E-04,-3.220990E-01,-3.6896851E-01,-2.1724640E-01
4.281920E-04,-3.242047E-01,-3.8453247E-01,-2.1877228E-01
4.282080E-04,-3.220990E-01,-3.5615112E-01,-2.2144257E-01
4.282240E-04,-3.185894E-01,-3.7690308E-01,-2.1533905E-01
4.282400E-04,-3.220990E-01,-3.8056519E-01,-2.1678864E-01
4.282560E-04,-3.164837E-01,-3.7202026E-01,-2.1800934E-01
4.282720E-04,-3.213971E-01,-3.6713745E-01,-2.1457611E-01
4.282880E-04,-3.213971E-01,-3.9551880E-01,-2.1854340E-01
4.283040E-04,-3.164837E-01,-3.8666870E-01,-2.1701752E-01
4.283200E-04,-3.164837E-01,-3.4943726E-01,-2.1511017E-01
4.283360E-04,-3.152554E-01,-3.6408569E-01,-2.1877228E-01
4.283520E-04,-3.170102E-01,-3.6988403E-01,-2.1724640E-01
4.283680E-04,-3.264859E-01,-3.7781860E-01,-2.1945892E-01
4.283840E-04,-3.152554E-01,-3.6896851E-01,-2.1877228E-01
4.284000E-04,-3.270123E-01,-3.6805298E-01,-2.1602570E-01
4.284160E-04,-3.282406E-01,-3.7476685E-01,-2.1755157E-01
4.284320E-04,-3.185894E-01,-3.5828735E-01,-2.1335541E-01
4.284480E-04,-3.147290E-01,-3.8178589E-01,-2.1724640E-01
4.284640E-04,-3.175366E-01,-3.8178589E-01,-2.1701752E-01
4.284800E-04,-3.192914E-01,-3.6713745E-01,-2.1655975E-01
4.284960E-04,-3.198178E-01,-3.5828735E-01,-2.1900116E-01
4.285120E-04,-3.220990E-01,-3.5523560E-01,-2.2121368E-01
4.285280E-04,-3.220990E-01,-3.7079956E-01,-2.1854340E-01
4.285440E-04,-3.170102E-01,-3.7476685E-01,-2.1457611E-01
4.285600E-04,-3.192914E-01,-3.7690308E-01,-2.1724640E-01
4.285760E-04,-3.249066E-01,-3.7293579E-01,-2.1755157E-01
4.285920E-04,-3.170102E-01,-3.5248901E-01,-2.1556793E-01
4.286080E-04,-3.124478E-01,-3.6591675E-01,-2.1724640E-01
4.286240E-04,-3.136761E-01,-3.8453247E-01,-2.1633087E-01
4.286400E-04,-3.180630E-01,-3.5248901E-01,-2.1266876E-01
4.286560E-04,-3.254330E-01,-3.6591675E-01,-2.1556793E-01
4.286720E-04,-3.142025E-01,-3.7385132E-01,-2.1480499E-01
4.286880E-04,-3.175366E-01,-3.7293579E-01,-2.1701752E-01
4.287040E-04,-3.231518E-01,-3.9033081E-01,-2.1602570E-01
4.287200E-04,-3.192914E-01,-3.6988403E-01,-2.1633087E-01
4.287360E-04,-3.231518E-01,-3.9429810E-01,-2.1312653E-01
4.287520E-04,-3.164837E-01,-3.7781860E-01,-2.2045074E-01
4.287680E-04,-3.157818E-01,-3.7568237E-01,-2.1533905E-01
4.287840E-04,-3.236783E-01,-3.6591675E-01,-2.1411835E-01
4.288000E-04,-3.129742E-01,-3.5737183E-01,-2.1556793E-01
4.288160E-04,-3.164837E-01,-3.7964966E-01,-2.1144806E-01
4.288320E-04,-3.164837E-01,-3.7781860E-01,-2.1289764E-01
4.288480E-04,-3.164837E-01,-3.6896851E-01,-2.1778046E-01
4.288640E-04,-3.170102E-01,-3.5737183E-01,-2.1068512E-01
4.288800E-04,-3.124478E-01,-3.6591675E-01,-2.1511017E-01
4.288960E-04,-3.142025E-01,-3.4363892E-01,-2.1358429E-01
4.289120E-04,-3.180630E-01,-3.5126831E-01,-2.1511017E-01
4.289280E-04,-3.170102E-01,-3.5035278E-01,-2.1312653E-01
4.289440E-04,-3.152554E-01,-3.5523560E-01,-2.1312653E-01
4.289600E-04,-3.170102E-01,-3.6988403E-01,-2.1236359E-01
4.289760E-04,-3.124478E-01,-3.8849976E-01,-2.1556793E-01
4.289920E-04,-3.147290E-01,-3.7293579E-01,-2.1556793E-01
4.290080E-04,-3.170102E-01,-3.7079956E-01,-2.1877228E-01
4.290240E-04,-3.152554E-01,-3.6896851E-01,-2.1457611E-01
4.290400E-04,-3.119214E-01,-3.8941528E-01,-2.1289764E-01
4.290560E-04,-3.175366E-01,-3.7385132E-01,-2.1236359E-01
4.290720E-04,-3.113949E-01,-3.8178589E-01,-2.1266876E-01
4.290880E-04,-3.170102E-01,-3.8178589E-01,-2.1289764E-01
4.291040E-04,-3.231518E-01,-3.6011841E-01,-2.1335541E-01
4.291200E-04,-3.101666E-01,-3.6805298E-01,-2.1167694E-01
4.291360E-04,-3.113949E-01,-3.7293579E-01,-2.1190582E-01
4.291520E-04,-3.220990E-01,-3.7385132E-01,-2.1480499E-01
4.291680E-04,-3.129742E-01,-3.7690308E-01,-2.1533905E-01
4.291840E-04,-3.175366E-01,-3.6988403E-01,-2.1755157E-01
4.292000E-04,-3.185894E-01,-3.5126831E-01,-2.1533905E-01
4.292160E-04,-3.152554E-01,-3.5737183E-01,-2.1480499E-01
4.292320E-04,-3.073590E-01,-3.7202026E-01,-2.1533905E-01
4.292480E-04,-3.113949E-01,-3.7873413E-01,-2.1167694E-01
4.292640E-04,-3.157818E-01,-3.4150269E-01,-2.1480499E-01
4.292800E-04,-3.096402E-01,-3.8453247E-01,-2.1434723E-01
4.292960E-04,-3.063061E-01,-3.6225464E-01,-2.1266876E-01
4.293120E-04,-3.068326E-01,-3.5920288E-01,-2.1411835E-01
4.293280E-04,-3.152554E-01,-3.4638550E-01,-2.1457611E-01
4.293440E-04,-3.101666E-01,-3.6225464E-01,-2.1480499E-01
4.293600E-04,-3.096402E-01,-3.7476685E-01,-2.1388947E-01
4.293760E-04,-3.052533E-01,-3.7476685E-01,-2.1335541E-01
4.293920E-04,-3.175366E-01,-3.4455444E-01,-2.1358429E-01
4.294080E-04,-3.113949E-01,-3.3295776E-01,-2.1579681E-01
4.294240E-04,-3.119214E-01,-3.8453247E-01,-2.1312653E-01
4.294400E-04,-3.164837E-01,-3.7873413E-01,-2.1388947E-01
4.294560E-04,-3.147290E-01,-3.6500122E-01,-2.1266876E-01
4.294720E-04,-3.185894E-01,-3.4943726E-01,-2.1266876E-01
4.294880E-04,-3.170102E-01,-3.8056519E-01,-2.1289764E-01
4.295040E-04,-3.136761E-01,-3.5340454E-01,-2.0969330E-01
4.295200E-04,-3.101666E-01,-3.6408569E-01,-2.1480499E-01
4.295360E-04,-3.108685E-01,-3.6500122E-01,-2.1213470E-01
4.295520E-04,-3.147290E-01,-3.4638550E-01,-2.1213470E-01
4.295680E-04,-3.175366E-01,-3.7293579E-01,-2.1144806E-01
4.295840E-04,-3.068326E-01,-3.7781860E-01,-2.1289764E-01
4.296000E-04,-3.113949E-01,-3.6988403E-01,-2.0847260E-01
4.296160E-04,-3.119214E-01,-3.7293579E-01,-2.1190582E-01
4.296320E-04,-3.057797E-01,-3.4272339E-01,-2.1114288E-01
4.296480E-04,-3.113949E-01,-3.6896851E-01,-2.0824371E-01
4.296640E-04,-3.124478E-01,-3.7781860E-01,-2.1335541E-01
4.296800E-04,-3.175366E-01,-3.9033081E-01,-2.1289764E-01
4.296960E-04,-3.164837E-01,-3.6896851E-01,-2.1335541E-01
4.297120E-04,-3.157818E-01,-3.8270142E-01,-2.0969330E-01
4.297280E-04,-3.073590E-01,-3.7781860E-01,-2.1045624E-01
4.297440E-04,-3.142025E-01,-3.7079956E-01,-2.0923553E-01
4.297600E-04,-3.091137E-01,-3.5248901E-01,-2.1068512E-01
4.297760E-04,-3.119214E-01,-3.6805298E-01,-2.1289764E-01
4.297920E-04,-3.091137E-01,-3.4638550E-01,-2.1335541E-01
4.298080E-04,-3.142025E-01,-3.7385132E-01,-2.1167694E-01
4.298240E-04,-3.129742E-01,-3.7202026E-01,-2.1411835E-01
4.298400E-04,-3.045514E-01,-3.6591675E-01,-2.1411835E-01
4.298560E-04,-3.080609E-01,-3.7385132E-01,-2.1480499E-01
4.298720E-04,-3.101666E-01,-3.5920288E-01,-2.1144806E-01
4.298880E-04,-3.080609E-01,-3.7873413E-01,-2.1358429E-01
4.299040E-04,-3.170102E-01,-3.5615112E-01,-2.1091400E-01
4.299200E-04,-3.152554E-01,-3.8361694E-01,-2.1167694E-01
4.299360E-04,-3.101666E-01,-3.8056519E-01,-2.1602570E-01
4.299520E-04,-3.192914E-01,-3.5432007E-01,-2.1655975E-01
4.299680E-04,-3.119214E-01,-3.6408569E-01,-2.1144806E-01
4.299840E-04,-3.152554E-01,-3.4638550E-01,-2.1411835E-01
4.300000E-04,-3.213971E-01,-3.7293579E-01,-2.1266876E-01
4.300160E-04,-3.147290E-01,-3.5248901E-01,-2.1045624E-01
4.300320E-04,-3.185894E-01,-3.6896851E-01,-2.0580231E-01
4.300480E-04,-3.152554E-01,-3.6896851E-01,-2.0946442E-01
4.300640E-04,-3.113949E-01,-3.7202026E-01,-2.1022736E-01
4.300800E-04,-3.157818E-01,-3.4943726E-01,-2.1144806E-01
4.300960E-04,-3.136761E-01,-3.6896851E-01,-2.1312653E-01
4.301120E-04,-3.091137E-01,-3.5248901E-01,-2.0946442E-01
4.301280E-04,-3.152554E-01,-3.7873413E-01,-2.1114288E-01
4.301440E-04,-3.136761E-01,-3.5523560E-01,-2.1213470E-01
4.301600E-04,-3.096402E-01,-3.7202026E-01,-2.0946442E-01
4.301760E-04,-3.113949E-01,-3.7873413E-01,-2.1068512E-01
4.301920E-04,-3.068326E-01,-3.6103394E-01,-2.1312653E-01
4.302080E-04,-3.091137E-01,-3.6713745E-01,-2.0778595E-01
4.302240E-04,-3.119214E-01,-3.4546997E-01,-2.1213470E-01
4.302400E-04,-3.068326E-01,-3.6805298E-01,-2.0900665E-01
4.302560E-04,-3.040249E-01,-3.5737183E-01,-2.1190582E-01
4.302720E-04,-3.057797E-01,-3.6408569E-01,-2.0992218E-01
4.302880E-04,-3.101666E-01,-3.6408569E-01,-2.0847260E-01
4.303040E-04,-3.124478E-01,-3.4760620E-01,-2.1022736E-01
4.303200E-04,-3.080609E-01,-3.7385132E-01,-2.1266876E-01
4.303360E-04,-3.080609E-01,-3.6225464E-01,-2.1114288E-01
4.303520E-04,-3.136761E-01,-3.6011841E-01,-2.0778595E-01
4.303680E-04,-3.091137E-01,-3.3875610E-01,-2.0923553E-01
4.303840E-04,-3.040249E-01,-3.7079956E-01,-2.1289764E-01
4.304000E-04,-3.085873E-01,-3.6591675E-01,-2.1022736E-01
4.304160E-04,-3.119214E-01,-3.4760620E-01,-2.1022736E-01
4.304320E-04,-3.080609E-01,-3.5920288E-01,-2.1068512E-01
4.304480E-04,-3.068326E-01,-3.6988403E-01,-2.1144806E-01
4.304640E-04,-3.096402E-01,-3.7385132E-01,-2.1114288E-01
4.304800E-04,-3.073590E-01,-3.5737183E-01,-2.1144806E-01
4.304960E-04,-3.096402E-01,-3.4058716E-01,-2.1045624E-01
4.305120E-04,-2.984097E-01,-3.6011841E-01,-2.1388947E-01
4.305280E-04,-3.096402E-01,-3.5828735E-01,-2.1022736E-01
4.305440E-04,-3.108685E-01,-3.4760620E-01,-2.0946442E-01
4.305600E-04,-3.091137E-01,-3.6500122E-01,-2.0900665E-01
4.305760E-04,-2.989361E-01,-3.6988403E-01,-2.0969330E-01
4.305920E-04,-3.091137E-01,-3.6317017E-01,-2.0870148E-01
4.306080E-04,-3.101666E-01,-3.5523560E-01,-2.0900665E-01
4.306240E-04,-3.119214E-01,-3.3387329E-01,-2.1091400E-01
4.306400E-04,-3.091137E-01,-3.6011841E-01,-2.0992218E-01
4.306560E-04,-3.063061E-01,-3.5920288E-01,-2.0503937E-01
4.306720E-04,-3.040249E-01,-3.5737183E-01,-2.0900665E-01
4.306880E-04,-3.040249E-01,-3.3570435E-01,-2.0824371E-01
4.307040E-04,-2.994626E-01,-3.6988403E-01,-2.0626007E-01
4.307200E-04,-3.142025E-01,-3.6103394E-01,-2.1144806E-01
4.307360E-04,-3.029721E-01,-3.6500122E-01,-2.0824371E-01
4.307520E-04,-3.068326E-01,-3.6591675E-01,-2.0870148E-01
4.307680E-04,-3.096402E-01,-3.6317017E-01,-2.1266876E-01
4.307840E-04,-3.068326E-01,-3.6408569E-01,-2.0679413E-01
4.308000E-04,-3.091137E-01,-3.7873413E-01,-2.0870148E-01
4.308160E-04,-3.068326E-01,-3.7873413E-01,-2.0679413E-01
4.308320E-04,-3.108685E-01,-3.4760620E-01,-2.0824371E-01
4.308480E-04,-3.085873E-01,-3.5432007E-01,-2.1358429E-01
4.308640E-04,-3.085873E-01,-3.6408569E-01,-2.0603119E-01
4.308800E-04,-3.085873E-01,-3.4760620E-01,-2.1068512E-01
4.308960E-04,-3.052533E-01,-3.3570435E-01,-2.1266876E-01
4.309120E-04,-3.063061E-01,-3.5340454E-01,-2.1045624E-01
4.309280E-04,-3.034985E-01,-3.5615112E-01,-2.0626007E-01
4.309440E-04,-3.119214E-01,-3.6896851E-01,-2.0603119E-01
4.309600E-04,-3.045514E-01,-3.5340454E-01,-2.0679413E-01
4.309760E-04,-3.113949E-01,-3.6103394E-01,-2.0557343E-01
4.309920E-04,-3.057797E-01,-3.5126831E-01,-2.0801483E-01
4.310080E-04,-2.984097E-01,-3.6805298E-01,-2.0870148E-01
4.310240E-04,-3.068326E-01,-3.4638550E-01,-2.0702301E-01
4.310400E-04,-3.040249E-01,-3.6713745E-01,-2.0824371E-01
4.310560E-04,-3.057797E-01,-3.3784058E-01,-2.1022736E-01
4.310720E-04,-3.034985E-01,-3.6408569E-01,-2.0824371E-01
4.310880E-04,-3.022702E-01,-3.4760620E-01,-2.0923553E-01
4.311040E-04,-3.113949E-01,-3.5248901E-01,-2.1114288E-01
4.311200E-04,-3.017437E-01,-3.5035278E-01,-2.0603119E-01
4.311360E-04,-3.034985E-01,-3.5340454E-01,-2.0923553E-01
4.311520E-04,-3.096402E-01,-3.7293579E-01,-2.1167694E-01
4.311680E-04,-3.091137E-01,-3.5248901E-01,-2.0847260E-01
4.311840E-04,-3.119214E-01,-3.4852173E-01,-2.0725189E-01
4.312000E-04,-3.012173E-01,-3.3784058E-01,-2.0725189E-01
4.312160E-04,-3.001645E-01,-3.5615112E-01,-2.0603119E-01
4.312320E-04,-3.012173E-01,-3.6225464E-01,-2.0900665E-01
4.312480E-04,-3.068326E-01,-3.6103394E-01,-2.0969330E-01
4.312640E-04,-3.080609E-01,-3.4363892E-01,-2.0923553E-01
4.312800E-04,-3.040249E-01,-3.3661987E-01,-2.0900665E-01
4.312960E-04,-3.052533E-01,-3.6011841E-01,-2.1114288E-01
4.313120E-04,-3.052533E-01,-3.4150269E-01,-2.0992218E-01
4.313280E-04,-3.063061E-01,-3.4363892E-01,-2.0870148E-01
4.313440E-04,-3.052533E-01,-3.6225464E-01,-2.0679413E-01
4.313600E-04,-3.029721E-01,-3.5737183E-01,-2.0870148E-01
4.313760E-04,-3.080609E-01,-3.4852173E-01,-2.0801483E-01
4.313920E-04,-3.091137E-01,-3.6805298E-01,-2.0992218E-01
4.314080E-04,-3.006909E-01,-3.4852173E-01,-2.1068512E-01
4.314240E-04,-3.022702E-01,-3.6591675E-01,-2.0824371E-01
4.314400E-04,-3.124478E-01,-3.5035278E-01,-2.0778595E-01
4.314560E-04,-3.052533E-01,-3.4363892E-01,-2.0748077E-01
4.314720E-04,-3.040249E-01,-3.3967163E-01,-2.0778595E-01
4.314880E-04,-2.978833E-01,-3.2899048E-01,-2.1068512E-01
4.315040E-04,-3.073590E-01,-3.6591675E-01,-2.0603119E-01
4.315200E-04,-2.989361E-01,-3.5828735E-01,-2.0679413E-01
4.315360E-04,-3.080609E-01,-3.5340454E-01,-2.0870148E-01
4.315520E-04,-2.978833E-01,-3.6988403E-01,-2.0992218E-01
4.315680E-04,-2.989361E-01,-3.5340454E-01,-2.1045624E-01
4.315840E-04,-3.001645E-01,-3.4455444E-01,-2.0702301E-01
4.316000E-04,-3.057797E-01,-3.6011841E-01,-2.0748077E-01
4.316160E-04,-3.029721E-01,-3.4058716E-01,-2.0725189E-01
4.316320E-04,-2.984097E-01,-3.5615112E-01,-2.0679413E-01
