in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
8.60E+01,7.079E+01,-3.197E-02,-9.502E-02,1.000E-01
8.70E+01,7.244E+01,-3.496E-02,-9.490E-02,1.000E-01
8.80E+01,7.413E+01,-3.442E-02,-1.120E-01,1.000E-01
8.90E+01,7.586E+01,-3.001E-02,-1.183E-01,1.000E-01
9.00E+01,7.762E+01,-2.807E-02,-1.470E-01,1.000E-01
9.10E+01,7.943E+01,-3.307E-02,-1.065E-01,1.000E-01
9.20E+01,8.128E+01,-3.385E-02,-1.227E-01,1.000E-01
9.30E+01,8.318E+01,-3.369E-02,-1.436E-01,1.000E-01
9.40E+01,8.511E+01,-3.238E-02,-1.128E-01,1.000E-01
9.50E+01,8.710E+01,-3.385E-02,-8.141E-02,1.000E-01
9.60E+01,8.913E+01,-3.380E-02,-1.272E-01,1.000E-01
9.70E+01,9.120E+01,-3.391E-02,-1.706E-01,1.000E-01
9.80E+01,9.333E+01,-3.072E-02,-1.435E-01,1.000E-01
9.90E+01,9.550E+01,-3.255E-02,-1.674E-01,1.000E-01
1.00E+02,9.772E+01,-2.958E-02,-1.504E-01,1.000E-01
1.01E+02,1.000E+02,-4.068E-02,-1.569E-01,1.000E-01
1.02E+02,1.023E+02,-3.747E-02,-1.278E-01,1.000E-01
1.03E+02,1.047E+02,-3.524E-02,-1.184E-01,1.000E-01
1.04E+02,1.072E+02,-3.332E-02,-1.720E-01,1.000E-01
1.05E+02,1.096E+02,-3.292E-02,-1.382E-01,1.000E-01
1.06E+02,1.122E+02,-3.385E-02,-1.487E-01,1.000E-01
1.07E+02,1.148E+02,-3.648E-02,-1.667E-01,1.000E-01
1.08E+02,1.175E+02,-3.600E-02,-1.944E-01,1.000E-01
1.09E+02,1.202E+02,-3.158E-02,-2.163E-01,1.000E-01
1.10E+02,1.230E+02,-3.778E-02,-1.614E-01,1.000E-01
1.11E+02,1.259E+02,-3.627E-02,-1.811E-01,1.000E-01
1.12E+02,1.288E+02,-3.848E-02,-1.946E-01,1.000E-01
1.13E+02,1.318E+02,-3.775E-02,-1.570E-01,1.000E-01
1.14E+02,1.349E+02,-3.944E-02,-1.831E-01,1.000E-01
1.15E+02,1.380E+02,-3.693E-02,-2.068E-01,1.000E-01
1.16E+02,1.413E+02,-3.884E-02,-1.562E-01,1.000E-01
1.17E+02,1.445E+02,-4.202E-02,-2.175E-01,1.000E-01
1.18E+02,1.479E+02,-3.397E-02,-1.824E-01,1.000E-01
1.19E+02,1.514E+02,-3.944E-02,-2.253E-01,1.000E-01
1.20E+02,1.549E+02,-3.988E-02,-2.222E-01,1.000E-01
1.21E+02,1.585E+02,-3.873E-02,-2.145E-01,1.000E-01
1.22E+02,1.622E+02,-3.603E-02,-2.464E-01,1.000E-01
1.23E+02,1.660E+02,-3.755E-02,-2.117E-01,1.000E-01
1.24E+02,1.698E+02,-4.035E-02,-2.001E-01,1.000E-01
1.25E+02,1.738E+02,-4.194E-02,-2.305E-01,1.000E-01
1.26E+02,1.778E+02,-4.091E-02,-2.617E-01,1.000E-01
1.27E+02,1.820E+02,-4.095E-02,-2.058E-01,1.000E-01
1.28E+02,1.862E+02,-4.024E-02,-2.655E-01,1.000E-01
1.29E+02,1.905E+02,-4.383E-02,-2.120E-01,1.000E-01
1.30E+02,1.950E+02,-4.604E-02,-2.575E-01,1.000E-01
1.31E+02,1.995E+02,-4.605E-02,-2.792E-01,1.000E-01
1.32E+02,2.042E+02,-4.865E-02,-2.470E-01,1.000E-01
1.33E+02,2.089E+02,-4.785E-02,-3.131E-01,1.000E-01
1.34E+02,2.138E+02,-4.737E-02,-2.684E-01,1.000E-01
1.35E+02,2.188E+02,-4.504E-02,-2.919E-01,1.000E-01
1.36E+02,2.239E+02,-3.991E-02,-3.009E-01,1.000E-01
1.37E+02,2.291E+02,-5.641E-02,-2.865E-01,1.000E-01
1.38E+02,2.344E+02,-4.446E-02,-2.944E-01,1.000E-01
1.39E+02,2.399E+02,-3.810E-02,-3.208E-01,1.000E-01
1.40E+02,2.455E+02,-4.925E-02,-2.523E-01,1.000E-01
1.41E+02,2.512E+02,-5.516E-02,-3.244E-01,1.000E-01
1.42E+02,2.570E+02,-5.381E-02,-3.211E-01,1.000E-01
1.43E+02,2.630E+02,-5.188E-02,-2.513E-01,1.000E-01
1.44E+02,2.692E+02,-3.754E-02,-3.133E-01,1.000E-01
1.45E+02,2.754E+02,-4.777E-02,-3.500E-01,1.000E-01
1.46E+02,2.818E+02,-5.613E-02,-3.710E-01,1.000E-01
1.47E+02,2.884E+02,-5.480E-02,-3.468E-01,1.000E-01
1.48E+02,2.951E+02,-5.762E-02,-3.431E-01,1.000E-01
1.49E+02,3.020E+02,-6.174E-02,-3.810E-01,1.000E-01
1.50E+02,3.090E+02,-4.951E-02,-3.397E-01,1.000E-01
1.51E+02,3.162E+02,-5.727E-02,-3.388E-01,1.000E-01
1.52E+02,3.236E+02,-5.642E-02,-3.908E-01,1.000E-01
1.53E+02,3.311E+02,-5.680E-02,-3.443E-01,1.000E-01
1.54E+02,3.388E+02,-6.264E-02,-3.039E-01,1.000E-01
1.55E+02,3.467E+02,-6.497E-02,-4.254E-01,1.000E-01
1.56E+02,3.548E+02,-5.514E-02,-3.920E-01,1.000E-01
1.57E+02,3.631E+02,-6.428E-02,-4.511E-01,1.000E-01
1.58E+02,3.715E+02,-6.325E-02,-3.530E-01,1.000E-01
1.59E+02,3.802E+02,-6.615E-02,-3.447E-01,1.000E-01
1.60E+02,3.890E+02,-6.671E-02,-4.429E-01,1.000E-01
1.61E+02,3.981E+02,-7.457E-02,-3.740E-01,1.000E-01
1.62E+02,4.074E+02,-7.014E-02,-4.239E-01,1.000E-01
1.63E+02,4.169E+02,-7.801E-02,-4.633E-01,1.000E-01
1.64E+02,4.266E+02,-6.907E-02,-4.356E-01,1.000E-01
1.65E+02,4.365E+02,-7.393E-02,-3.881E-01,1.000E-01
1.66E+02,4.467E+02,-8.310E-02,-4.233E-01,1.000E-01
