in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
1.19E+02,1.514E+02,-8.938E-01,-1.300E+01,1.000E-01
1.20E+02,1.549E+02,-9.206E-01,-1.324E+01,1.000E-01
1.21E+02,1.585E+02,-9.596E-01,-1.346E+01,1.000E-01
1.22E+02,1.622E+02,-9.949E-01,-1.371E+01,1.000E-01
1.23E+02,1.660E+02,-1.027E+00,-1.391E+01,1.000E-01
1.24E+02,1.698E+02,-1.059E+00,-1.412E+01,1.000E-01
1.25E+02,1.738E+02,-1.104E+00,-1.434E+01,1.000E-01
1.26E+02,1.778E+02,-1.132E+00,-1.454E+01,1.000E-01
1.27E+02,1.820E+02,-1.178E+00,-1.477E+01,1.000E-01
1.28E+02,1.862E+02,-1.209E+00,-1.497E+01,1.000E-01
1.29E+02,1.905E+02,-1.244E+00,-1.520E+01,1.000E-01
1.30E+02,1.950E+02,-1.298E+00,-1.544E+01,1.000E-01
1.31E+02,1.995E+02,-1.335E+00,-1.563E+01,1.000E-01
1.32E+02,2.042E+02,-1.379E+00,-1.584E+01,1.000E-01
1.33E+02,2.089E+02,-1.434E+00,-1.601E+01,1.000E-01
1.34E+02,2.138E+02,-1.477E+00,-1.624E+01,1.000E-01
1.35E+02,2.188E+02,-1.515E+00,-1.638E+01,1.000E-01
1.36E+02,2.239E+02,-1.566E+00,-1.665E+01,1.000E-01
1.37E+02,2.291E+02,-1.615E+00,-1.684E+01,1.000E-01
1.38E+02,2.344E+02,-1.682E+00,-1.706E+01,1.000E-01
1.39E+02,2.399E+02,-1.727E+00,-1.719E+01,1.000E-01
1.40E+02,2.455E+02,-1.772E+00,-1.741E+01,1.000E-01
1.41E+02,2.512E+02,-1.832E+00,-1.757E+01,1.000E-01
1.42E+02,2.570E+02,-1.877E+00,-1.773E+01,1.000E-01
1.43E+02,2.630E+02,-1.933E+00,-1.784E+01,1.000E-01
1.44E+02,2.692E+02,-2.002E+00,-1.805E+01,1.000E-01
1.45E+02,2.754E+02,-2.056E+00,-1.818E+01,1.000E-01
1.46E+02,2.818E+02,-2.113E+00,-1.830E+01,1.000E-01
1.47E+02,2.884E+02,-2.179E+00,-1.851E+01,1.000E-01
1.48E+02,2.951E+02,-2.240E+00,-1.856E+01,1.000E-01
1.49E+02,3.020E+02,-2.288E+00,-1.870E+01,1.000E-01
1.50E+02,3.090E+02,-2.361E+00,-1.882E+01,1.000E-01
1.51E+02,3.162E+02,-2.419E+00,-1.894E+01,1.000E-01
1.52E+02,3.236E+02,-2.487E+00,-1.906E+01,1.000E-01
1.53E+02,3.311E+02,-2.553E+00,-1.918E+01,1.000E-01
1.54E+02,3.388E+02,-2.615E+00,-1.920E+01,1.000E-01
1.55E+02,3.467E+02,-2.669E+00,-1.933E+01,1.000E-01
1.56E+02,3.548E+02,-2.744E+00,-1.930E+01,1.000E-01
1.57E+02,3.631E+02,-2.797E+00,-1.942E+01,1.000E-01
1.58E+02,3.715E+02,-2.870E+00,-1.952E+01,1.000E-01
1.59E+02,3.802E+02,-2.949E+00,-1.951E+01,1.000E-01
1.60E+02,3.890E+02,-3.008E+00,-1.951E+01,1.000E-01
1.61E+02,3.981E+02,-3.075E+00,-1.954E+01,1.000E-01
1.62E+02,4.074E+02,-3.139E+00,-1.955E+01,1.000E-01
1.63E+02,4.169E+02,-3.201E+00,-1.960E+01,1.000E-01
1.64E+02,4.266E+02,-3.266E+00,-1.957E+01,1.000E-01
1.65E+02,4.365E+02,-3.342E+00,-1.953E+01,1.000E-01
1.66E+02,4.467E+02,-3.376E+00,-1.945E+01,1.000E-01
1.67E+02,4.571E+02,-3.485E+00,-1.952E+01,1.000E-01
1.68E+02,4.677E+02,-3.548E+00,-1.934E+01,1.000E-01
1.69E+02,4.786E+02,-3.615E+00,-1.939E+01,1.000E-01
1.70E+02,4.898E+02,-3.667E+00,-1.938E+01,1.000E-01
1.71E+02,5.012E+02,-3.741E+00,-1.927E+01,1.000E-01
1.72E+02,5.129E+02,-3.807E+00,-1.910E+01,1.000E-01
1.73E+02,5.248E+02,-3.862E+00,-1.907E+01,1.000E-01
1.74E+02,5.370E+02,-3.925E+00,-1.908E+01,1.000E-01
1.75E+02,5.495E+02,-3.984E+00,-1.886E+01,1.000E-01
1.76E+02,5.623E+02,-4.018E+00,-1.871E+01,1.000E-01
1.77E+02,5.754E+02,-4.099E+00,-1.853E+01,1.000E-01
1.78E+02,5.888E+02,-4.149E+00,-1.847E+01,1.000E-01
1.79E+02,6.026E+02,-4.216E+00,-1.833E+01,1.000E-01
1.80E+02,6.166E+02,-4.264E+00,-1.818E+01,1.000E-01
1.81E+02,6.310E+02,-4.318E+00,-1.801E+01,1.000E-01
1.82E+02,6.457E+02,-4.359E+00,-1.781E+01,1.000E-01
1.83E+02,6.607E+02,-4.436E+00,-1.779E+01,1.000E-01
1.84E+02,6.761E+02,-4.494E+00,-1.757E+01,1.000E-01
1.85E+02,6.918E+02,-4.528E+00,-1.735E+01,1.000E-01
1.86E+02,7.079E+02,-4.596E+00,-1.726E+01,1.000E-01
1.87E+02,7.244E+02,-4.637E+00,-1.700E+01,1.000E-01
1.88E+02,7.413E+02,-4.678E+00,-1.685E+01,1.000E-01
1.89E+02,7.586E+02,-4.742E+00,-1.671E+01,1.000E-01
1.90E+02,7.762E+02,-4.795E+00,-1.644E+01,1.000E-01
1.91E+02,7.943E+02,-4.831E+00,-1.631E+01,1.000E-01
1.92E+02,8.128E+02,-4.873E+00,-1.611E+01,1.000E-01
1.93E+02,8.318E+02,-4.925E+00,-1.588E+01,1.000E-01
1.94E+02,8.511E+02,-4.958E+00,-1.551E+01,1.000E-01
1.95E+02,8.710E+02,-5.002E+00,-1.551E+01,1.000E-01
1.96E+02,8.913E+02,-5.066E+00,-1.531E+01,1.000E-01
1.97E+02,9.120E+02,-5.092E+00,-1.508E+01,1.000E-01
1.98E+02,9.333E+02,-5.127E+00,-1.485E+01,1.000E-01
1.99E+02,9.550E+02,-5.168E+00,-1.468E+01,1.000E-01
2.00E+02,9.772E+02,-5.193E+00,-1.443E+01,1.000E-01
2.01E+02,1.000E+03,-5.227E+00,-1.425E+01,1.000E-01
2.02E+02,1.023E+03,-5.281E+00,-1.403E+01,1.000E-01
2.03E+02,1.047E+03,-5.298E+00,-1.381E+01,1.000E-01
2.04E+02,1.072E+03,-5.326E+00,-1.368E+01,1.000E-01
2.05E+02,1.096E+03,-5.381E+00,-1.340E+01,1.000E-01
2.06E+02,1.122E+03,-5.385E+00,-1.319E+01,1.000E-01
2.07E+02,1.148E+03,-5.422E+00,-1.297E+01,1.000E-01
2.08E+02,1.175E+03,-5.466E+00,-1.281E+01,1.000E-01
2.09E+02,1.202E+03,-5.492E+00,-1.255E+01,1.000E-01
2.10E+02,1.230E+03,-5.521E+00,-1.236E+01,1.000E-01
2.11E+02,1.259E+03,-5.541E+00,-1.212E+01,1.000E-01
2.12E+02,1.288E+03,-5.564E+00,-1.192E+01,1.000E-01
2.13E+02,1.318E+03,-5.585E+00,-1.175E+01,1.000E-01
2.14E+02,1.349E+03,-5.614E+00,-1.142E+01,1.000E-01
2.15E+02,1.380E+03,-5.632E+00,-1.137E+01,1.000E-01
2.16E+02,1.413E+03,-5.653E+00,-1.115E+01,1.000E-01
2.17E+02,1.445E+03,-5.672E+00,-1.097E+01,1.000E-01
2.18E+02,1.479E+03,-5.694E+00,-1.074E+01,1.000E-01
2.19E+02,1.514E+03,-5.718E+00,-1.062E+01,1.000E-01
2.20E+02,1.549E+03,-5.742E+00,-1.038E+01,1.000E-01
2.21E+02,1.585E+03,-5.756E+00,-1.018E+01,1.000E-01
